identifier,identifier 2,filename,repository,repository_location,collection_identifier,collection,title,title_initial_article,name,item_type,internet_media_type,digital_origin,language,language_of_cataloging,form,genre,extent,date_text,date_single/start,date_range_end,date_qualifier,public_note,place_of_origin,shelf_locator,subject_local,subject_topical 1,subject_topical 2,subject_name 1,subject_name 2,subject_geographic 1,subject_geographic 2,project_title,project_URL,object_in_context,file_thumbnail_URL,rights,record_source,record_creation_date,cd_phase
daniel_Causes_0235,,daniel_Causes_0235.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Million Mom March,The ,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,2000,2000,,,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,,,United States. Congress | http://id.loc.gov/authorities/names/n79006865,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0236,,daniel_Causes_0236.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",I hate people who hate people,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1970,1970,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Anger | http://id.loc.gov/authorities/subjects/sh85005009,International cooperation | http://id.loc.gov/authorities/subjects/sh85067385,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0237,,daniel_Causes_0237.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","So long, 1982...I hope 1983 will be different",,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,1982,1982,,,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,,,"Reagan, Ronald | http://id.loc.gov/authorities/names/n79059562",,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0238,,daniel_Causes_0238.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","It's a sequel - I'm Y20K, You're Y2OK",,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,2000,2000,,,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Year 2000 date conversion (Computer systems) | http://id.loc.gov/authorities/subjects/sh96000895,Computers | http://id.loc.gov/authorities/subjects/sh85029552,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0239,,daniel_Causes_0239.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",First Signs of Spring,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1960,1960,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Gardening | http://id.loc.gov/authorities/subjects/sh85053089,Pesticides | http://id.loc.gov/authorities/subjects/sh85100273,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0240,,daniel_Causes_0240.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",First Fourth of July Hot Dog,The ,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1990,1990,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,,,"Hancock, John, 1737-1793 | http://id.loc.gov/authorities/names/n50017540",,"Independence Hall (Philadelphia, Pa.) | URI: http://id.loc.gov/authorities/names/n50080140 | Coordinates: 39.94872N, 75.15018W",,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0241,,daniel_Causes_0241.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Ralph - the Santa Helper We Never Hear About,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1990,1990,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Reindeer | http://id.loc.gov/authorities/subjects/sh85112433,Litter (Trash) | http://id.loc.gov/authorities/subjects/sh85077671,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0242,,daniel_Causes_0242.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Eating may be hazardous to your health!,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1990,1990,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Food consumption | http://id.loc.gov/authorities/subjects/sh85050268,Public health | http://id.loc.gov/authorities/subjects/sh85059518,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0243,,daniel_Causes_0243.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",List of Participating Doctors,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 2000,2000,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Health insurance | http://id.loc.gov/authorities/subjects/sh85066932,,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0244,,daniel_Causes_0244.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Pain in the neck is contagious!,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1965,1965,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,,,"Nader, Ralph | http://id.loc.gov/authorities/names/n80067178",,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0245,,daniel_Causes_0245.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Legality of Marriages in Doubt,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,1997,1997,,,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Families | http://id.loc.gov/authorities/subjects/sh85047009,Marriage law | http://id.loc.gov/authorities/subjects/sh85081508,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0246,,daniel_Causes_0246.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",What are you going to be when you grow up?,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1970,1970,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Hippies | http://id.loc.gov/authorities/subjects/sh85060979,Flying discs (Game) | http://id.loc.gov/authorities/subjects/sh85049591,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0247,,daniel_Causes_0247.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",I think woman should remain on her pedestal,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1975,1975,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Feminism | http://id.loc.gov/authorities/subjects/sh85047741,Families | http://id.loc.gov/authorities/subjects/sh85047009,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0248,,daniel_Causes_0248.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Clawed to death by a panther,,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1965,1965,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Civil rights--United States | http://id.loc.gov/authorities/subjects/sh85026377,,Blank Panther Party | http://id.loc.gov/authorities/names/n80095585,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
daniel_Causes_0249,,daniel_Causes_0249.jp2,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Life ain't easy for a boy named ""Sioux,"" or ""Navajo""...",,"Daniel, Charles R. (Charlie), Jr., 1930- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre | Type: personal",still image,image/jp2,reformatted,eng,eng,drawings (visual works) | http://vocab.getty.edu/aat/300033973,Editorial cartoons | http://id.loc.gov/authorities/subjects/sh85040974,1 digital image; 1 still image,circa 1975,1975,,approximate,,Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786,Causes,Causes,Indians of North America | http://id.loc.gov/authorities/subjects/sh85065184,Discrimination--United States | http://id.loc.gov/authorities/subjects/sh2008117522,,,,,Charlie Daniel Editorial Cartoon Collection,http://digital.lib.utk.edu/collections/danielcartooncollection,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Libraries",,Phase 2
